Filename,Step,Element,X,Y,Z,Fx,Fy,Fz,SCF_Energy,ImaginaryFrequency,ErrorTermination
,22.0,H,-5.031395,0.361948,-1.308591,2.32e-06,-2.44e-07,4.3e-07,,,
,22.0,H,-5.09913,1.680357,-3.423832,2.359e-06,2.834e-06,2.274e-06,,,
,22.0,H,-3.334814,1.732749,-3.474314,-2.345e-06,-7.5e-08,-5.36e-07,,,
,22.0,H,-4.176833,0.195184,-3.670648,8.36e-07,-3.041e-06,-9.12e-07,,,
,22.0,H,0.58129,0.206122,2.217127,2.839e-06,-3.244e-06,2.96e-07,,,
,22.0,H,-0.710047,1.310261,1.763632,-1.42e-06,1.84e-07,1.008e-06,,,
,22.0,H,2.025914,-1.039845,1.004966,6.561e-06,-8.227e-06,-1.6e-06,,,
,22.0,H,4.110317,-2.199083,0.492463,1.009e-06,-3.497e-06,-3.053e-06,,,
,22.0,H,5.775717,1.432665,-1.054173,4.8e-08,2.23e-06,5.42e-07,,,
,22.0,H,3.677647,2.607311,-0.536194,4.88e-07,8.91e-07,1.802e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_13.log,17.0,C,3.640697,2.373537,-2.472193,-1.709e-06,3.97e-07,4.306e-06,-2539.47270921,0.0,False
,17.0,C,3.451255,1.662858,-1.117296,6.429e-06,-1.84e-06,-3.291e-06,,,
,17.0,O,2.493789,0.605225,-1.304363,-2.771e-06,7.516e-06,-2.793e-06,,,
,17.0,P,2.178929,-0.339462,0.05714,7.654e-06,-3.426e-06,-6.43e-06,,,
,17.0,S,0.917979,-1.837811,-0.335789,3.835e-06,-3.55e-06,2.91e-06,,,
,17.0,O,3.737023,-0.741179,0.570088,-3.516e-06,4.981e-06,-9.78e-07,,,
,17.0,C,4.294707,-1.880143,-0.110724,5.7e-07,-3.456e-06,-6.38e-07,,,
,17.0,C,5.606168,-2.268241,0.600099,3.38e-07,3.8e-07,1.047e-06,,,
,17.0,S,1.693948,0.991358,1.642117,2.83e-07,-1.05e-06,3.819e-06,,,
,17.0,C,-0.094729,0.740987,1.653961,-1.903e-06,-7.44e-07,-4.284e-06,,,
,17.0,S,-0.970236,1.843866,0.506423,-4.788e-06,1.545e-06,2.619e-06,,,
,17.0,C,-2.459095,0.903448,0.238798,-2.189e-06,7.219e-06,-5.509e-06,,,
,17.0,C,-3.691586,1.521331,0.437025,1.9301e-05,1.243e-06,-6.2e-07,,,
,17.0,C,-4.878573,0.851102,0.183185,-1.1998e-05,-2.0348e-05,8.002e-06,,,
,17.0,C,-4.826049,-0.458757,-0.269693,-1.0301e-05,1.679e-05,-5.961e-06,,,
,17.0,Cl,-6.345156,-1.336469,-0.59137,1.029e-06,-3.89e-07,6.23e-07,,,
,17.0,C,-3.610074,-1.096818,-0.479954,9.725e-06,-4.33e-07,-5.44e-07,,,
,17.0,C,-2.433124,-0.409657,-0.233424,-3.189e-06,-4.104e-06,4.95e-06,,,
,17.0,H,4.355874,3.183838,-2.365794,-1.311e-06,-1.719e-06,-8.05e-07,,,
,17.0,H,2.696384,2.782251,-2.818229,1.111e-06,6.82e-07,1.036e-06,,,
,17.0,H,4.010358,1.675179,-3.216637,1.55e-07,1.369e-06,3.25e-07,,,
,17.0,H,4.412237,1.269008,-0.766332,-3.153e-06,-1.37e-06,7.49e-07,,,
,17.0,H,3.0978,2.382673,-0.369276,-1.056e-06,-3.177e-06,1.136e-06,,,
,17.0,H,3.594132,-2.723876,-0.096832,8.89e-07,-2.663e-06,1.576e-06,,,
,17.0,H,4.498809,-1.640347,-1.161898,3.48e-07,-1.92e-07,-1.072e-06,,,
,17.0,H,6.053734,-3.123416,0.102579,-4.6e-07,5.1e-08,2.95e-07,,,
,17.0,H,6.309936,-1.441875,0.575839,-3.7e-08,6.4e-07,6.19e-07,,,
,17.0,H,5.411225,-2.528366,1.63589,-1.091e-06,6.99e-07,6.33e-07,,,
,17.0,H,-0.305992,-0.300513,1.411095,5.247e-06,2.173e-06,-3.224e-06,,,
,17.0,H,-0.42868,0.912829,2.675706,-1.381e-06,-1.019e-06,1.94e-07,,,
,17.0,H,-3.729712,2.543269,0.794141,-2.08e-07,-1.83e-06,2.16e-06,,,
,17.0,H,-5.833068,1.336984,0.339587,-2.32e-07,1.114e-06,8.77e-07,,,
,17.0,H,-3.586787,-2.117035,-0.841481,-1.802e-06,5.61e-07,-9.08e-07,,,
,17.0,H,-1.483661,-0.907569,-0.410679,-3.818e-06,3.949e-06,-8.21e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_14.log,25.0,C,5.5876,-0.95515,2.257868,2.184e-06,-2.775e-06,-5.61e-07,-2539.47451236,0.0,False
,25.0,C,4.918559,-0.298575,1.034236,-1.09e-06,1.807e-06,-4.389e-06,,,
,25.0,O,3.505629,-0.565621,1.099534,-6.403e-06,3.383e-06,3.977e-06,,,
,25.0,P,2.604847,0.275996,-0.05511,1.4486e-05,2.9259e-05,9.718e-06,,,
,25.0,S,3.095943,2.169812,-0.43724,-6.798e-06,-3.2818e-05,-1.0466e-05,,,
,25.0,O,2.756834,-0.723654,-1.405139,2.19e-07,5.976e-06,-4.27e-06,,,
,25.0,C,2.453812,-2.112663,-1.18249,1.792e-06,2.28e-06,3.569e-06,,,
,25.0,C,2.716972,-2.870856,-2.498791,-1.936e-06,-3.08e-06,8.64e-07,,,
,25.0,S,0.668325,-0.071979,0.753096,1.005e-06,-7.669e-06,1.503e-06,,,
,25.0,C,-0.047574,1.560473,0.435797,-5.74e-07,1.246e-06,2.699e-06,,,
,25.0,S,-1.200087,1.69684,-0.943961,3.56e-06,-3.588e-06,3.416e-06,,,
,25.0,C,-2.641128,0.842918,-0.365846,-2.206e-06,1.2708e-05,-6.747e-06,,,
,25.0,C,-2.78507,0.23313,0.876578,7.88e-07,-1.127e-06,3.038e-06,,,
,25.0,C,-3.967342,-0.405467,1.226467,-5.01e-07,7.28e-07,4.75e-07,,,
,25.0,C,-5.019249,-0.436686,0.327377,8.4e-07,3.5e-07,-2e-07,,,
,25.0,Cl,-6.538727,-1.256638,0.772385,-1.189e-06,-1.029e-06,-1.133e-06,,,
,25.0,C,-4.902713,0.164787,-0.921391,3.28e-07,-1.536e-06,7.22e-07,,,
,25.0,C,-3.721108,0.795877,-1.255634,1.435e-06,-3.814e-06,1.641e-06,,,
,25.0,H,5.414286,-2.026926,2.255541,1.914e-06,2.02e-07,2.41e-07,,,
,25.0,H,5.184404,-0.539992,3.176346,-1.327e-06,-1.377e-06,-1.04e-07,,,
,25.0,H,6.65796,-0.77397,2.231992,-7e-07,1.24e-06,-1.16e-06,,,
,25.0,H,5.111623,0.781115,1.03362,-7.02e-07,-1.036e-06,3.232e-06,,,
,25.0,H,5.347942,-0.709136,0.111616,-1.408e-06,-1.164e-06,-2.75e-07,,,
,25.0,H,3.075809,-2.530325,-0.382235,5.9e-08,-6.48e-07,2.04e-07,,,
,25.0,H,1.405783,-2.241381,-0.886168,4.5e-07,2.66e-07,-1.404e-06,,,
,25.0,H,2.091811,-2.474807,-3.293036,6.22e-07,-9.92e-07,-3.98e-07,,,
,25.0,H,2.491635,-3.925078,-2.36755,8.44e-07,2.81e-07,9.71e-07,,,
,25.0,H,3.757178,-2.768563,-2.79214,-1.127e-06,5.75e-07,2.27e-07,,,
,25.0,H,-0.503733,1.919291,1.355096,-3.321e-06,1.274e-06,-2.674e-06,,,
,25.0,H,0.77561,2.242582,0.19531,-4.065e-06,3.16e-07,-3.348e-06,,,
,25.0,H,-1.981093,0.238857,1.597652,2.465e-06,1.8e-07,1.471e-06,,,
,25.0,H,-4.065694,-0.876593,2.196476,-1.17e-07,-1.53e-07,2.7e-07,,,
,25.0,H,-5.730147,0.136197,-1.619213,1.92e-07,5.7e-07,-4.17e-07,,,
,25.0,H,-3.630885,1.264356,-2.227709,2.83e-07,1.62e-07,-6.9e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_15.log,21.0,C,1.762588,3.574102,0.554426,-1.102e-06,1.081e-06,-1.628e-06,-2539.47358186,0.0,False
,21.0,C,1.833851,2.393298,-0.433595,-3.67e-06,-6e-07,-7.12e-07,,,
,21.0,O,2.205449,1.214839,0.300481,5.911e-06,2.638e-06,1.1e-06,,,
,21.0,P,2.582629,-0.110211,-0.683844,-2.635e-06,1.1048e-05,1.0685e-05,,,
,21.0,S,3.69199,0.25625,-2.29633,2.992e-06,-7.139e-06,-1.002e-05,,,
,21.0,O,3.252454,-1.07092,0.533446,4.023e-06,8.78e-07,9.071e-06,,,
,21.0,C,4.61122,-0.72343,0.854016,2.9e-08,-2.59e-06,-3.903e-06,,,
,21.0,C,5.161444,-1.784762,1.827055,-4.524e-06,-2.59e-07,-1.69e-06,,,
,21.0,S,0.730823,-1.117219,-0.919413,1.985e-06,-5.244e-06,-3.625e-06,,,
,21.0,C,0.211607,-1.243365,0.815025,-1.555e-06,1.321e-06,-2.27e-06,,,
,21.0,S,-0.720805,0.13264,1.519416,2.597e-06,-7.54e-07,-6.98e-07,,,
,21.0,C,-2.332502,-0.052439,0.805388,-2.506e-06,3.078e-06,7.363e-06,,,
,21.0,C,-3.311825,0.830097,1.276412,1.39e-06,-2.305e-06,-3.558e-06,,,
,21.0,C,-4.606554,0.790812,0.798463,-1.286e-06,4.491e-06,4.05e-07,,,
,21.0,C,-4.941728,-0.147717,-0.171823,-1.808e-06,-2.819e-06,6.56e-07,,,
,21.0,Cl,-6.610054,-0.211277,-0.796811,1.846e-06,1.4e-08,-4.11e-07,,,
,21.0,C,-3.992552,-1.030871,-0.656835,2.859e-06,1.856e-06,-9.95e-07,,,
,21.0,C,-2.693902,-0.97873,-0.16799,-2.892e-06,-1.506e-06,-1.822e-06,,,
,21.0,H,1.032509,3.371767,1.332099,-5.8e-08,6.52e-07,5.93e-07,,,
,21.0,H,2.73011,3.736746,1.019178,1.89e-07,-2.36e-07,-4.61e-07,,,
,21.0,H,1.471652,4.477598,0.026964,-5.39e-07,-1.86e-07,1e-09,,,
,21.0,H,0.856743,2.256024,-0.914549,1.79e-07,-6.88e-07,-8.4e-08,,,
,21.0,H,2.562766,2.606913,-1.22527,9.58e-07,1.07e-07,8.1e-08,,,
,21.0,H,5.227896,-0.689568,-0.05275,-2.903e-06,-1.071e-06,-1.56e-07,,,
,21.0,H,4.655762,0.267941,1.321907,-6.75e-07,-1.49e-06,4.93e-07,,,
,21.0,H,5.139612,-2.767371,1.365955,1.034e-06,1.638e-06,-1.155e-06,,,
,21.0,H,4.565427,-1.812496,2.734102,-1.126e-06,6.13e-07,1.26e-07,,,
,21.0,H,6.187188,-1.544589,2.090308,-1.094e-06,-2.111e-06,1.219e-06,,,
,21.0,H,-0.354017,-2.167702,0.907443,8.02e-07,5.65e-07,9.1e-07,,,
,21.0,H,1.09125,-1.357145,1.445139,-1.42e-07,1.48e-06,1.507e-06,,,
,21.0,H,-3.051839,1.559637,2.033168,7.66e-07,-1.078e-06,6.81e-07,,,
,21.0,H,-5.35443,1.478732,1.172458,4.24e-07,-7.1e-07,-1.76e-07,,,
,21.0,H,-4.260483,-1.756632,-1.414537,-3.93e-07,7.5e-08,-2.45e-07,,,
,21.0,H,-1.973914,-1.675028,-0.571606,9.23e-07,-7.48e-07,-1.28e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_16.log,24.0,C,3.641757,-2.370762,2.47414,2.76e-07,7.52e-07,-1.045e-06,-2539.4727092,0.0,False
,24.0,C,3.450269,-1.662705,1.118161,3.82e-07,6.286e-06,5.06e-07,,,
,24.0,O,2.493605,-0.604259,1.304758,-4.67e-06,-1.566e-06,-3.498e-06,,,
,24.0,P,2.178707,0.339402,-0.057443,1.6071e-05,-7.881e-06,9.275e-06,,,
,24.0,S,0.917637,1.837956,0.334501,-9.505e-06,1.1634e-05,-8.119e-06,,,
,24.0,O,3.736828,0.740892,-0.570507,-3.5e-08,-5.61e-07,4.1e-08,,,
,24.0,C,4.294736,1.87969,0.110387,-1.4e-08,-4.548e-06,2e-07,,,
,24.0,C,5.606076,2.267855,-0.600632,-9.47e-07,1.031e-06,8.84e-07,,,
,24.0,S,1.694015,-0.992353,-1.641712,8.501e-06,1.308e-06,-3.65e-07,,,
,24.0,C,-0.094667,-0.741943,-1.654146,-2.445e-06,-4.108e-06,-2.636e-06,,,
,24.0,S,-0.970544,-1.844505,-0.506603,-1.0574e-05,-5.068e-06,4.694e-06,,,
,24.0,C,-2.459102,-0.903664,-0.238851,1.0211e-05,9.64e-06,-4.968e-06,,,
,24.0,C,-3.691742,-1.521528,-0.436398,2.824e-06,-1.358e-06,1.041e-06,,,
,24.0,C,-4.878556,-0.851102,-0.182418,-6.067e-06,1.375e-06,-1.233e-06,,,
,24.0,C,-4.82574,0.458984,0.269851,6.99e-07,-6.016e-06,2.71e-07,,,
,24.0,Cl,-6.34466,1.336985,0.591637,-9.2e-08,1.376e-06,1.19e-07,,,
,24.0,C,-3.60965,1.09702,0.479384,1.694e-06,2.986e-06,-6.05e-07,,,
,24.0,C,-2.432833,0.409631,0.232756,-4.377e-06,-6.036e-06,1.195e-06,,,
,24.0,H,2.69787,-2.778382,2.822617,1.011e-06,-3.98e-07,-6.9e-08,,,
,24.0,H,4.012994,-1.671073,3.216549,-3.89e-07,-3.9e-07,-1.12e-07,,,
,24.0,H,4.356409,-3.18158,2.368135,1.91e-07,3.99e-07,-1.2e-08,,,
,24.0,H,4.410831,-1.270041,0.76472,-8.32e-07,-1.388e-06,1.854e-06,,,
,24.0,H,3.095146,-2.383852,0.37221,-1.752e-06,-1.985e-06,-5.65e-07,,,
,24.0,H,3.594208,2.723469,0.09679,-5.59e-07,3.92e-07,9.6e-07,,,
,24.0,H,4.499046,1.639686,1.161475,8.73e-07,1.809e-06,-4.31e-07,,,
,24.0,H,6.30955,1.441214,-0.577233,-1.173e-06,-9.32e-07,1.025e-06,,,
,24.0,H,6.054133,3.122494,-0.102634,1.457e-06,-5.77e-07,-9.61e-07,,,
,24.0,H,5.410878,2.528823,-1.636162,4.84e-07,2.103e-06,-7.5e-07,,,
,24.0,H,-0.428319,-0.914089,-2.675937,-2.814e-06,-2.84e-07,-1.695e-06,,,
,24.0,H,-0.305997,0.299639,-1.411675,4.5e-07,1.601e-06,2.71e-06,,,
,24.0,H,-3.730065,-2.543614,-0.793077,3.84e-07,-2.7e-08,6.83e-07,,,
,24.0,H,-5.833154,-1.336949,-0.338279,1.285e-06,-6.5e-08,4.9e-08,,,
,24.0,H,-3.586121,2.117398,0.840441,-1.8e-08,-7.93e-07,2.49e-07,,,
,24.0,H,-1.483276,0.907575,0.409472,-5.29e-07,1.291e-06,1.306e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_17.log,25.0,C,-5.974928,0.255722,-0.27513,-8.31e-07,5.446e-06,-2.645e-06,-2539.47530451,0.0,False
,25.0,C,-4.468784,0.492281,-0.499364,3.44e-06,7.88e-07,4.051e-06,,,
,25.0,O,-3.745034,-0.480249,0.27449,-9.18e-07,-5.379e-06,-4.77e-07,,,
,25.0,P,-2.085541,-0.48614,-0.033813,-9.356e-06,-1.1107e-05,6.988e-06,,,
,25.0,S,-1.504062,-0.428664,-1.945531,2.61e-06,5.284e-06,5.953e-06,,,
,25.0,O,-1.810506,-1.897637,0.8467,1.257e-05,3.232e-06,-1.5181e-05,,,
,25.0,C,-0.514155,-2.47915,0.619369,-2.541e-06,1.0534e-05,1.0227e-05,,,
,25.0,C,-0.476347,-3.847349,1.327253,-5.621e-06,-2.671e-06,1.256e-06,,,
,25.0,S,-1.305707,1.028698,1.246762,-3.07e-07,-7.36e-07,4.985e-06,,,
,25.0,C,-0.727719,2.194409,-0.01606,6.354e-06,2.02e-07,-2.821e-06,,,
,25.0,S,0.87572,2.949342,0.312933,-4.229e-06,-3.67e-07,-4.4e-08,,,
,25.0,C,2.02225,1.615491,0.077008,1.3194e-05,-5.583e-06,-1.363e-05,,,
,25.0,C,3.28316,1.780603,0.65867,-6.936e-06,-4.726e-06,5.681e-06,,,
,25.0,C,4.276809,0.832196,0.506157,-2.61e-07,8.13e-06,2.197e-06,,,
,25.0,C,4.009669,-0.309738,-0.239205,3.192e-06,-2.485e-06,-3.499e-06,,,
,25.0,Cl,5.277315,-1.548209,-0.43828,-1.503e-06,-1.44e-06,1.054e-06,,,
,25.0,C,2.769739,-0.496039,-0.828386,-3.526e-06,1.025e-06,-2.88e-07,,,
,25.0,C,1.782322,0.466668,-0.672851,-3.601e-06,5.266e-06,7.002e-06,,,
,25.0,H,-6.220487,0.357743,0.777454,-6.46e-07,1.5e-08,-2.438e-06,,,
,25.0,H,-6.549407,0.982542,-0.841632,3.43e-06,7.89e-07,-1.025e-06,,,
,25.0,H,-6.251594,-0.741826,-0.601927,-3.42e-06,4.2e-08,9.51e-07,,,
,25.0,H,-4.204651,1.510571,-0.185619,3.287e-06,3.24e-06,-5.1e-07,,,
,25.0,H,-4.228604,0.402114,-1.566085,2.126e-06,3.465e-06,-2.904e-06,,,
,25.0,H,0.275745,-1.832104,1.021618,-3.52e-06,-5.463e-06,-2.606e-06,,,
,25.0,H,-0.324706,-2.605194,-0.453737,1.329e-06,-5.393e-06,2.31e-07,,,
,25.0,H,-0.650612,-3.726354,2.391962,-2.51e-07,9.15e-07,-2.506e-06,,,
,25.0,H,0.495648,-4.308954,1.181049,6.66e-07,-2.93e-06,2.462e-06,,,
,25.0,H,-1.240904,-4.502503,0.921416,-1.658e-06,1.55e-06,-9.47e-07,,,
,25.0,H,-1.42174,3.030856,-0.071146,1.29e-06,-2.152e-06,9.09e-07,,,
,25.0,H,-0.752899,1.699505,-0.990309,-6.541e-06,-2.67e-07,-2.166e-06,,,
,25.0,H,3.489299,2.669424,1.241917,9.1e-07,-2.87e-07,-3.84e-07,,,
,25.0,H,5.24871,0.971447,0.962402,-2.9e-08,-1.004e-06,-6.78e-07,,,
,25.0,H,2.573938,-1.386066,-1.413263,9.17e-07,9.59e-07,-5.25e-07,,,
,25.0,H,0.82801,0.292939,-1.157065,3.81e-07,1.112e-06,1.324e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_18.log,23.0,C,-2.588835,3.606222,1.662718,3.58e-07,-1.126e-06,-1.469e-06,-2539.47372006,0.0,False
,23.0,C,-2.520026,2.498899,0.592394,-1.125e-06,1.86e-06,-1.051e-06,,,
,23.0,O,-2.740256,1.23819,1.252755,-2.004e-06,3.223e-06,3.871e-06,,,
,23.0,P,-2.674563,-0.116693,0.256431,1.317e-06,-3.512e-06,-7.072e-06,,,
,23.0,S,-3.1834,-1.808676,1.180822,1.9e-06,-1.289e-06,9.28e-07,,,
,23.0,O,-3.664874,0.424547,-1.001559,-1.463e-06,2.717e-06,4.219e-06,,,
,23.0,C,-4.164282,-0.632523,-1.837739,-1.07e-07,6.7e-08,-1.505e-06,,,
,23.0,C,-5.229337,-0.037463,-2.779555,2.858e-06,7e-09,5.6e-07,,,
,23.0,S,-0.748284,-0.082243,-0.66253,-1.419e-06,-2.884e-06,1.841e-06,,,
,23.0,C,-0.053807,-1.558539,0.11996,9.6e-08,-1.737e-06,-7.24e-07,,,
,23.0,S,1.129631,-1.300926,1.455753,1.319e-06,-1.39e-07,-3.42e-07,,,
,23.0,C,2.571399,-0.69715,0.621291,1.287e-06,4.898e-06,8.469e-06,,,
,23.0,C,2.695251,-0.491778,-0.749342,6.061e-06,2.153e-06,-1.337e-05,,,
,23.0,C,3.880248,-0.018584,-1.29693,-1.0126e-05,-7.688e-06,2.751e-06,,,
,23.0,C,4.955305,0.253172,-0.468586,6.752e-06,7.961e-06,7.814e-06,,,
,23.0,Cl,6.47848,0.86172,-1.167777,-1.65e-06,-1.584e-06,-2.45e-07,,,
,23.0,C,4.859225,0.057091,0.905151,3.314e-06,3.06e-07,-1.058e-05,,,
,23.0,C,3.674643,-0.413675,1.435508,-8.636e-06,-7.332e-06,2.887e-06,,,
,23.0,H,-3.562965,3.606387,2.141823,-2.02e-07,-4.7e-07,2e-08,,,
,23.0,H,-1.828482,3.446324,2.420911,4.83e-07,-4.8e-08,1.21e-07,,,
,23.0,H,-2.42505,4.575008,1.200118,-1.92e-07,7.04e-07,-3.16e-07,,,
,23.0,H,-1.538173,2.51843,0.103845,-2.3e-07,9.39e-07,6.57e-07,,,
,23.0,H,-3.278881,2.677616,-0.177638,7.4e-07,7.79e-07,-3.3e-08,,,
,23.0,H,-3.350756,-1.071628,-2.429713,1.86e-07,-1.187e-06,1.33e-07,,,
,23.0,H,-4.602051,-1.436105,-1.232688,-1.056e-06,-8.13e-07,-8.32e-07,,,
,23.0,H,-4.797381,0.748419,-3.391569,6.9e-07,1.17e-07,-2.87e-07,,,
,23.0,H,-5.618038,-0.814501,-3.430897,-4.34e-07,-8.42e-07,9.6e-08,,,
,23.0,H,-6.049974,0.380213,-2.204538,1.15e-07,7.44e-07,7.62e-07,,,
,23.0,H,0.373494,-2.190549,-0.654689,-1.057e-06,6.34e-07,-1.2e-08,,,
,23.0,H,-0.882883,-2.115665,0.570965,-2.63e-07,2.196e-06,1.317e-06,,,
,23.0,H,1.872757,-0.692002,-1.419938,1.481e-06,4.46e-07,3.81e-07,,,
,23.0,H,3.962803,0.137419,-2.365279,9.02e-07,3.69e-07,-7.1e-07,,,
,23.0,H,5.704697,0.27199,1.546574,-4.78e-07,-9.1e-08,1.455e-06,,,
,23.0,H,3.600358,-0.566602,2.504921,5.83e-07,6.22e-07,2.65e-07,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_19.log,23.0,C,-5.874219,-0.209274,0.030064,-1.138e-06,-3.948e-06,-6.82e-07,-2539.4766038,0.0,False
,23.0,C,-4.402371,-0.539954,0.345884,-1.136e-06,4.14e-06,7.88e-07,,,
,23.0,O,-3.569834,0.371168,-0.391055,2.201e-06,-1.381e-06,-9.36e-07,,,
,23.0,P,-1.932269,0.272319,0.02017,3.999e-06,-1.4968e-05,1.9334e-05,,,
,23.0,S,-1.495764,0.22186,1.96988,7.92e-07,9.56e-06,-2.4409e-05,,,
,23.0,O,-1.399077,1.593506,-0.880617,1.0108e-05,2.909e-06,7.14e-06,,,
,23.0,C,-1.708904,2.860102,-0.268539,-5.489e-06,8.21e-07,-5.045e-06,,,
,23.0,C,-1.056752,3.969555,-1.116473,-1.907e-06,1.69e-07,1.543e-06,,,
,23.0,S,-1.174364,-1.296056,-1.19496,-5.926e-06,3.34e-07,-1.099e-06,,,
,23.0,C,-0.520495,-2.374368,0.10852,-3.324e-06,2.63e-06,7.505e-06,,,
,23.0,S,1.142549,-3.009771,-0.17614,7.967e-06,-3.085e-06,-2.32e-07,,,
,23.0,C,2.168287,-1.568173,-0.032766,1.1015e-05,1.1242e-05,-2.6966e-05,,,
,23.0,C,3.423734,-1.641846,-0.643467,-1.5298e-05,-2.5944e-05,3.614e-06,,,
,23.0,C,4.327146,-0.598955,-0.56071,-6.643e-06,2.2159e-05,1.6558e-05,,,
,23.0,C,3.971763,0.546162,0.141403,2.2392e-05,3.131e-06,-1.1317e-05,,,
,23.0,Cl,5.122227,1.904797,0.249929,-1.985e-06,-3.176e-06,1.01e-07,,,
,23.0,C,2.73498,0.643363,0.758345,-1.3182e-05,-1.6618e-05,-2.13e-06,,,
,23.0,C,1.840469,-0.414123,0.674666,-4.982e-06,1.2486e-05,1.4066e-05,,,
,23.0,H,-6.063407,-0.307442,-1.03448,4.62e-07,-1.42e-07,-1.3e-07,,,
,23.0,H,-6.527334,-0.891064,0.566514,-1.573e-06,4.3e-08,-1.14e-07,,,
,23.0,H,-6.105493,0.80744,0.332239,8.65e-07,6.78e-07,1.63e-07,,,
,23.0,H,-4.220659,-0.452107,1.424406,-4.77e-07,-8.87e-07,-7.2e-07,,,
,23.0,H,-4.188308,-1.577619,0.058651,-4.99e-07,-1.024e-06,6.56e-07,,,
,23.0,H,-2.794181,3.013723,-0.225781,2.67e-07,6.61e-07,8.69e-07,,,
,23.0,H,-1.326996,2.899285,0.759215,4.89e-07,1.278e-06,-6.6e-08,,,
,23.0,H,-1.275907,4.940212,-0.681742,-3.35e-07,1.47e-06,-5.2e-08,,,
,23.0,H,-1.442243,3.944763,-2.131048,2.3e-07,-6.31e-07,1e-08,,,
,23.0,H,0.020071,3.835553,-1.149798,-1.93e-07,-5.52e-07,1.54e-07,,,
,23.0,H,-0.602122,-1.854143,1.066947,-1.27e-06,-1.29e-07,-1.489e-06,,,
,23.0,H,-1.147932,-3.260635,0.178709,-1.45e-07,1.465e-06,-8.3e-08,,,
,23.0,H,3.697861,-2.533018,-1.194216,1.585e-06,-9.8e-08,1.507e-06,,,
,23.0,H,5.296145,-0.667673,-1.038603,4.66e-07,-1.594e-06,-1.283e-06,,,
,23.0,H,2.470061,1.53757,1.308556,4.08e-07,1.702e-06,-2.03e-07,,,
,23.0,H,0.887361,-0.310013,1.180409,2.258e-06,-2.7e-06,2.947e-06,,,
,,,,,,,,,,,
Carbophenthion_rdkit_conf_2.log,21.0,C,3.187994,-3.483619,1.322881,-2.924e-06,3.429e-06,-2.19e-07,-2539.4751182,0.0,False
,21.0,C,2.392564,-2.213608,0.962814,4.598e-06,-2.161e-06,-4.227e-06,,,
,21.0,O,3.288415,-1.29022,0.321033,-4.832e-06,2.52e-06,1.358e-06,,,
,21.0,P,2.604232,0.232069,0.047047,4.193e-06,-3.862e-06,1.6212e-05,,,
,21.0,S,1.586425,1.053502,1.550811,-3.187e-06,-5.82e-07,-3.886e-06,,,
,21.0,O,4.002206,1.004898,-0.492164,-4.625e-06,8.468e-06,-2.902e-06,,,
,21.0,C,4.900408,1.360727,0.575861,2.74e-06,-6.373e-06,3.283e-06,,,
,21.0,C,6.06319,2.170356,-0.030519,-5.36e-07,-8.16e-07,-1.94e-06,,,
,21.0,S,1.607519,0.033634,-1.822131,1.4264e-05,-1.77e-06,5.63e-07,,,
,21.0,C,-0.067018,0.434773,-1.278906,1.277e-06,-5.89e-07,-6.479e-06,,,
,21.0,S,-1.106353,-1.046978,-1.234698,3.165e-06,7.486e-06,-2.44e-07,,,
,21.0,C,-2.647372,-0.420641,-0.625159,-1.307e-06,1.9254e-05,-6.042e-06,,,
,21.0,C,-3.677108,-1.357742,-0.4798,-2.4304e-05,-9.906e-06,-7.251e-06,,,
,21.0,C,-4.924234,-0.989655,-0.01562,1.9206e-05,-1.7747e-05,1.0906e-05,,,
,21.0,C,-5.158363,0.341353,0.313228,2.871e-06,2.9489e-05,-5.055e-06,,,
,21.0,Cl,-6.76478,0.830647,0.912818,-2.7e-08,-3.146e-06,1.182e-06,,,
,21.0,C,-4.157744,1.288418,0.179048,-2.4488e-05,-1.022e-05,-9.482e-06,,,
,21.0,C,-2.908213,0.904422,-0.289407,2.3234e-05,-1.5759e-05,1.497e-05,,,
,21.0,H,3.608186,-3.932687,0.428193,6.38e-07,1.119e-06,9.01e-07,,,
,21.0,H,3.998033,-3.241226,2.003782,-6.04e-07,6.99e-07,-1.112e-06,,,
,21.0,H,2.532042,-4.204429,1.801753,-1.355e-06,-1.402e-06,3.19e-07,,,
,21.0,H,1.958897,-1.772431,1.86898,5.26e-07,-1.35e-07,-6.23e-07,,,
,21.0,H,1.562111,-2.475676,0.294382,1.66e-07,-1.917e-06,4.5e-07,,,
,21.0,H,5.290796,0.461916,1.068853,5.71e-07,8.09e-07,-9.44e-07,,,
,21.0,H,4.383061,1.958745,1.336422,1.05e-07,1.201e-06,4.05e-07,,,
,21.0,H,6.762536,2.45051,0.751551,1.267e-06,-2.92e-07,-3.12e-07,,,
,21.0,H,6.587811,1.578377,-0.774125,-7.33e-07,-5.6e-07,1.036e-06,,,
,21.0,H,5.688249,3.07209,-0.504703,-4.62e-07,4.81e-07,-5.76e-07,,,
